Job_ID,Company,Role,Role_Group,Role_Group_Cloud Engineer,Role_Group_DevOps Engineer,Role_Group_Network Engineer,Role_Group_Other,Role_Group_Security/SOC Analyst,Role_Group_Site Reliability Engineer,Experience_Encoded,Experience_Unknown,Company_Freq,PythonRequired,LinuxRequired,NetworkingRequired,AWSRequired,AzureRequired,DockerRequired,KubernetesRequired,TerraformRequired,CyberSecurityRequired,CommunicationRequired,PythonRequired_scaled,LinuxRequired_scaled,NetworkingRequired_scaled,AWSRequired_scaled,AzureRequired_scaled,DockerRequired_scaled,KubernetesRequired_scaled,TerraformRequired_scaled,CyberSecurityRequired_scaled,CommunicationRequired_scaled,SalaryLPA_parsed,SalaryLPA_parsed_scaled
1,Capgemini,Cloud Security Engineer,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.03048780487804878,5,9,8,9,6,7,9,5,8,8,-0.4598339849991315,0.8092771944548968,0.6712533579138888,0.8410334024460853,0.13988540883285397,0.3345581695168572,0.9736959857133722,-0.03084912995938283,1.3021355916275181,0.6625213224536466,9.61,2.222266418736116
2,HCL,Cloud Engineer,Cloud Engineer,1,0,0,0,0,0,0.0,0,0.012195121951219513,7,10,8,7,9,9,5,7,7,8,0.4779853265122552,1.483674856500644,0.6712533579138888,0.2035753223524754,1.1107319029713174,1.0080194198429986,-0.2972335114282926,0.6522387477126688,0.9410783166681884,0.6625213224536466,5.42,0.2383345374926685
3,Wipro,Cloud Engineer,Cloud Engineer,1,0,0,0,0,0,0.0,0,0.042682926829268296,6,7,8,8,5,6,6,5,7,8,0.009075670756561882,-0.5395181296365976,0.6712533579138888,0.5223043623992804,-0.1837300892133005,-0.002172455646213477,0.020498862857123608,-0.03084912995938283,0.9410783166681884,0.6625213224536466,9.26,2.0565441852193604
4,Accenture,SOC Analyst,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.018292682926829267,9,8,9,9,5,6,7,7,6,6,1.415804638023642,0.13487953240914957,1.4904995821395013,0.8410334024460853,-0.1837300892133005,-0.002172455646213477,0.3382312371425398,0.6522387477126688,0.5800210417088587,-1.4548148627074915,9.07,1.9665806870245504
5,Infosys,Cloud Security Engineer,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.036585365853658534,6,6,6,8,8,8,10,9,9,6,0.009075670756561882,-1.2139157916823449,-0.967239090537336,0.5223043623992804,0.7871164049251629,0.6712887946799279,1.2914283599987884,1.3353266253847205,1.6631928665868478,-1.4548148627074915,8.58,1.7345695601010922
8,Aapstech,Cybersecurity Analyst,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.012195121951219513,7,6,9,2,1,2,1,1,10,8,0.4779853265122552,-1.2139157916823449,1.4904995821395013,-1.3900698778815492,-1.4781920813979184,-1.3490949562984962,-1.5681630085699574,-1.3970248853034861,2.0242501415461773,0.6625213224536466,4.35,-0.2683020049728421
10,Anzen Technologies Pvt. Ltd.,Cyber Security Analyst,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.006097560975609756,4,6,8,2,1,1,1,1,10,8,-0.9287436407548249,-1.2139157916823449,0.6712533579138888,-1.3900698778815492,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,2.0242501415461773,0.6625213224536466,3.25,-0.7891433103112173
11,Rejuvent Greentech,SOC Analyst,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.006097560975609756,3,6,8,1,1,1,1,1,10,8,-1.3976532965105182,-1.2139157916823449,0.6712533579138888,-1.7087989179283543,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,2.0242501415461773,0.6625213224536466,3.0,-0.9075163342517572
13,Gravitix Tech,Cloud DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.012195121951219513,7,9,7,9,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,-0.14799286631172356,0.8410334024460853,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,5.5,0.2762139051536413
14,Capgemini / Wipro / Tech Mahindra,DevOps Fresher Trainee,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,7,9,7,9,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,-0.14799286631172356,0.8410334024460853,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.0,0.512959953034721
15,TCS / Adani Digital / Cognizant / Capgemini,DevOps Engineer & Site Reliability Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,7,9,7,9,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,-0.14799286631172356,0.8410334024460853,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.0,0.512959953034721
16,Analytical Brains Education Pvt Ltd,AWS DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.012195121951219513,7,9,7,10,7,8,8,8,3,8,0.4779853265122552,0.8092771944548968,-0.14799286631172356,1.1597624424928903,0.4635009068790084,0.6712887946799279,0.655963611427956,0.9937826865486946,-0.5031507831691304,0.6625213224536466,4.5,-0.19727819060851806
17,Zyphra Tech,Cloud DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,7,9,8,9,8,9,8,8,3,8,0.4779853265122552,0.8092771944548968,0.6712533579138888,0.8410334024460853,0.7871164049251629,1.0080194198429986,0.655963611427956,0.9937826865486946,-0.5031507831691304,0.6625213224536466,5.0,0.039467857272561614
20,Sequretek IT Solutions,Associate Consultant - GRC,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.006097560975609756,1,2,5,1,1,1,1,1,9,8,-2.335472608021905,-3.9115064398653336,-1.7864853147629485,-1.7087989179283543,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,1.6631928665868478,0.6625213224536466,2.5,-1.1442623821328368
23,TechSpawn Solutions,AWS DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,7,8,8,10,7,4,2,2,7,7,0.4779853265122552,0.13487953240914957,0.6712533579138888,1.1597624424928903,0.4635009068790084,-0.6756337059723548,-1.2504306342845413,-1.0554809464674604,0.9410783166681884,-0.39614677012692245,3.0,-0.9075163342517572
24,Countless Services Private Limited,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.012195121951219513,7,8,6,7,7,5,5,4,4,7,0.4779853265122552,0.13487953240914957,-0.967239090537336,0.2035753223524754,0.4635009068790084,-0.33890308080928416,-0.2972335114282926,-0.3723930687954086,-0.14209350820980074,-0.39614677012692245,5.73,0.38511708717893817
25,Frequent Research Fieldwork Solutions Pvt. Ltd.,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.012195121951219513,2,9,8,7,1,9,2,1,7,7,-1.8665629522662115,0.8092771944548968,0.6712533579138888,0.2035753223524754,-1.4781920813979184,1.0080194198429986,-1.2504306342845413,-1.3970248853034861,0.9410783166681884,-0.39614677012692245,3.2,-0.8128179150993251
26,Axcess Tech Systems,Cloud Engineer,Cloud Engineer,1,0,0,0,0,0,0.0,0,0.012195121951219513,8,7,7,9,1,1,1,1,4,7,0.9468949822679485,-0.5395181296365976,-0.14799286631172356,0.8410334024460853,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,-0.14209350820980074,-0.39614677012692245,3.25,-0.7891433103112173
27,Inkpen,Junior DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,2.0,0,0.006097560975609756,2,9,9,8,7,8,6,5,7,8,-1.8665629522662115,0.8092771944548968,1.4904995821395013,0.5223043623992804,0.4635009068790084,0.6712887946799279,0.020498862857123608,-0.03084912995938283,0.9410783166681884,0.6625213224536466,2.4,-1.1916115917090528
28,EnactOn Technologies,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,2.0,0,0.006097560975609756,3,8,7,9,1,6,8,9,6,8,-1.3976532965105182,0.13487953240914957,-0.14799286631172356,0.8410334024460853,-1.4781920813979184,-0.002172455646213477,0.655963611427956,1.3353266253847205,0.5800210417088587,0.6625213224536466,4.0,-0.43402423848959776
31,PUMO TECHNOVATION INDIA PRIVATE LIMITED,Cyber Security Engineer,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.012195121951219513,3,5,7,1,1,1,1,1,9,7,-1.3976532965105182,-1.8883134537280921,-0.14799286631172356,-1.7087989179283543,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,1.6631928665868478,-0.39614677012692245,3.25,-0.7891433103112173
32,IOPEX TECHNOLOGIES PRIVATE LIMITED,SOC (Security Operations Center) Trainee,Security/SOC Analyst,0,0,0,0,1,0,1.0,0,0.012195121951219513,2,6,8,1,1,1,1,1,9,8,-1.8665629522662115,-1.2139157916823449,0.6712533579138888,-1.7087989179283543,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,1.6631928665868478,0.6625213224536466,2.75,-1.025889358192297
33,GreatHire,Cyber Security Analyst,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.006097560975609756,6,7,8,1,1,1,1,1,10,8,0.009075670756561882,-0.5395181296365976,0.6712533579138888,-1.7087989179283543,-1.4781920813979184,-1.6858255814615668,-1.5681630085699574,-1.3970248853034861,2.0242501415461773,0.6625213224536466,4.5,-0.19727819060851806
34,Agent42 Labs Pvt Ltd,Entry Level Engineer (Cloud),Cloud Engineer,1,0,0,0,0,0,2.0,0,0.006097560975609756,6,7,8,7,5,2,2,1,2,8,0.009075670756561882,-0.5395181296365976,0.6712533579138888,0.2035753223524754,-0.1837300892133005,-1.3490949562984962,-1.2504306342845413,-1.3970248853034861,-0.8642080581284601,0.6625213224536466,3.5,-0.6707702863706775
35,Unicloud Software Solutions Private Limited,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,5,8,8,8,5,7,8,6,3,8,-0.4598339849991315,0.13487953240914957,0.6712533579138888,0.5223043623992804,-0.1837300892133005,0.3345581695168572,0.655963611427956,0.31069480887664297,-0.5031507831691304,0.6625213224536466,3.5,-0.6707702863706775
36,ZakApps Software Pvt Ltd,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,5,8,8,7,4,5,4,3,2,8,-0.4598339849991315,0.13487953240914957,0.6712533579138888,0.2035753223524754,-0.507345587259455,-0.33890308080928416,-0.6149658857137088,-0.7139370076314344,-0.8642080581284601,0.6625213224536466,4.25,-0.3156512145490579
40,Bacp Crew,Associate DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,3.0,0,0.012195121951219513,7,8,7,7,7,2,1,1,5,8,0.4779853265122552,0.13487953240914957,-0.14799286631172356,0.2035753223524754,0.4635009068790084,-1.3490949562984962,-1.5681630085699574,-1.3970248853034861,0.21896376674952897,0.6625213224536466,2.375,-1.2034488941031067
41,ti Steps,Hybrid Cloud Administrator,Cloud Engineer,1,0,0,0,0,0,2.0,0,0.018292682926829267,3,7,8,8,8,2,1,2,6,7,-1.3976532965105182,-0.5395181296365976,0.6712533579138888,0.5223043623992804,0.7871164049251629,-1.3490949562984962,-1.5681630085699574,-1.0554809464674604,0.5800210417088587,-0.39614677012692245,3.5,-0.6707702863706775
63,Infosys,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.036585365853658534,7,9,8,8,8,8,7,7,3,8,0.4779853265122552,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.3382312371425398,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
64,Infosys,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.036585365853658534,7,9,9,8,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,1.4904995821395013,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
65,Cognizant,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.06097560975609756,7,9,8,8,8,8,7,7,3,8,0.4779853265122552,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.3382312371425398,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
66,Cognizant,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.06097560975609756,7,9,9,8,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,1.4904995821395013,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
67,UST,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.024390243902439025,7,9,8,8,8,8,7,7,3,8,0.4779853265122552,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.3382312371425398,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
68,UST,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.024390243902439025,7,9,9,8,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,1.4904995821395013,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
69,Wipro,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.042682926829268296,7,9,8,8,8,8,7,7,3,8,0.4779853265122552,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.3382312371425398,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
70,Wipro,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.042682926829268296,7,9,9,8,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,1.4904995821395013,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
71,Innovature Labs,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.024390243902439025,7,9,8,8,8,8,7,7,3,8,0.4779853265122552,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.3382312371425398,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
72,Innovature Labs,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.024390243902439025,7,9,9,8,8,8,8,7,3,8,0.4779853265122552,0.8092771944548968,1.4904995821395013,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.75,0.8680790248563405
78,Tech Mahindra,Istio Service Mesh DevOps Fresher Trainee,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.018292682926829267,8,9,10,7,7,8,10,2,8,7,0.9468949822679485,0.8092771944548968,2.3097458063651137,0.2035753223524754,0.4635009068790084,0.6712887946799279,1.2914283599987884,-1.0554809464674604,1.3021355916275181,-0.39614677012692245,6.0,0.512959953034721
79,Mindtree,Argo CD + Helm DevOps Fresher Internship,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.006097560975609756,7,9,6,7,7,9,10,9,5,7,0.4779853265122552,0.8092771944548968,-0.967239090537336,0.2035753223524754,0.4635009068790084,1.0080194198429986,1.2914283599987884,1.3353266253847205,0.21896376674952897,-0.39614677012692245,1.8599999999999999,-1.4472973234206188
81,Hexaware,Crossplane + Backstage Platform Engineer Fresher,Other,0,0,0,1,0,0,0.0,0,0.006097560975609756,7,8,6,8,8,7,10,9,3,8,0.4779853265122552,0.13487953240914957,-0.967239090537336,0.5223043623992804,0.7871164049251629,0.3345581695168572,1.2914283599987884,1.3353266253847205,-0.5031507831691304,0.6625213224536466,1.8599999999999999,-1.4472973234206188
82,Mphasis,OpenTelemetry + Observability SRE Fresher,Site Reliability Engineer,0,0,0,0,0,1,0.0,0,0.006097560975609756,8,9,8,5,4,6,8,3,5,8,0.9468949822679485,0.8092771944548968,0.6712533579138888,-0.4338827577411345,-0.507345587259455,-0.002172455646213477,0.655963611427956,-0.7139370076314344,0.21896376674952897,0.6625213224536466,6.7,0.8444044200682326
83,Sopra Steria,GitOps + Argo CD Engineer ,Other,0,0,0,1,0,0,0.0,0,0.006097560975609756,6,8,6,7,7,8,10,8,6,8,0.009075670756561882,0.13487953240914957,-0.967239090537336,0.2035753223524754,0.4635009068790084,0.6712887946799279,1.2914283599987884,0.9937826865486946,0.5800210417088587,0.6625213224536466,1.6800000000000002,-1.5325259006578074
84,LTIMindtree,Multi-Cloud Security Engineer,Security/SOC Analyst,0,0,0,0,1,0,0.0,0,0.006097560975609756,8,8,8,9,9,7,7,8,10,8,0.9468949822679485,0.13487953240914957,0.6712533579138888,0.8410334024460853,1.1107319029713174,0.3345581695168572,0.3382312371425398,0.9937826865486946,2.0242501415461773,0.6625213224536466,1.92,-1.4188877976748893
85,TCS,MLOps Engineer,Other,0,0,0,1,0,0,0.0,0,0.042682926829268296,10,8,5,9,8,8,9,7,2,8,1.8847142937793353,0.13487953240914957,-1.7864853147629485,0.8410334024460853,0.7871164049251629,0.6712887946799279,0.9736959857133722,0.6522387477126688,-0.8642080581284601,0.6625213224536466,1.7999999999999998,-1.4757068491663485
86,IBM,FinOps + Cloud Cost Optimisation,Cloud Engineer,1,0,0,0,0,0,0.0,0,0.006097560975609756,6,3,2,9,8,1,2,1,2,9,0.009075670756561882,-3.2371087778195866,-4.244223987439786,0.8410334024460853,0.7871164049251629,-1.6858255814615668,-1.2504306342845413,-1.3970248853034861,-0.8642080581284601,1.7211894150342157,1.7999999999999998,-1.4757068491663485
88,Wipro,AIOps + SRE,Site Reliability Engineer,0,0,0,0,0,1,0.0,0,0.042682926829268296,9,9,6,7,1,2,2,1,5,9,1.415804638023642,0.8092771944548968,-0.967239090537336,0.2035753223524754,-1.4781920813979184,-1.3490949562984962,-1.2504306342845413,-1.3970248853034861,0.21896376674952897,1.7211894150342157,5.9,0.4656107434585052
89,HCLTech,Azure DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,0.0,0,0.006097560975609756,8,8,6,1,10,8,9,3,3,8,0.9468949822679485,0.13487953240914957,-0.967239090537336,-1.7087989179283543,1.434347401017472,0.6712887946799279,0.9736959857133722,-0.7139370076314344,-0.5031507831691304,0.6625213224536466,6.25,0.6313329769752608
90,Capgemini,Site Reliability Engineer (SRE) & DevOps Fresher Trainee,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.03048780487804878,9,9,8,9,9,8,9,9,4,9,1.415804638023642,0.8092771944548968,0.6712533579138888,0.8410334024460853,1.1107319029713174,0.6712887946799279,0.9736959857133722,1.3353266253847205,-0.14209350820980074,1.7211894150342157,6.0,0.512959953034721
91,Accenture,Google Cloud (GCP) DevOps & SRE Internship,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.018292682926829267,8,8,7,1,1,8,9,9,3,8,0.9468949822679485,0.13487953240914957,-0.14799286631172356,-1.7087989179283543,-1.4781920813979184,0.6712887946799279,0.9736959857133722,1.3353266253847205,-0.5031507831691304,0.6625213224536466,1.44,-1.6461640036407257
92,Cognizant,Multi-Cloud (AWS + Azure + GCP) DevOps,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.06097560975609756,8,8,7,8,8,8,9,9,3,8,0.9468949822679485,0.13487953240914957,-0.14799286631172356,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.9736959857133722,1.3353266253847205,-0.5031507831691304,0.6625213224536466,1.2,-1.7598021066236438
93,Persistent / TCS / Cognizant / Robert Bosch / Zensar,DevOps Engineer / Site Reliability Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.006097560975609756,8,9,8,8,8,8,8,7,3,8,0.9468949822679485,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.25,0.6313329769752608
94,Zensar Technologies,Multi-Cloud DevOps Fresher Trainee,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.006097560975609756,8,8,7,7,7,8,7,8,5,8,0.9468949822679485,0.13487953240914957,-0.14799286631172356,0.2035753223524754,0.4635009068790084,0.6712887946799279,0.3382312371425398,0.9937826865486946,0.21896376674952897,0.6625213224536466,6.25,0.6313329769752608
95,Cognizant,Google Cloud (GCP) DevOps & SRE Intern,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.06097560975609756,7,8,6,1,1,8,8,7,2,8,0.4779853265122552,0.13487953240914957,-0.967239090537336,-1.7087989179283543,-1.4781920813979184,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.8642080581284601,0.6625213224536466,1.2,-1.7598021066236438
96,Cognizant,GCP DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.06097560975609756,7,8,6,1,1,8,8,7,2,8,0.4779853265122552,0.13487953240914957,-0.967239090537336,-1.7087989179283543,-1.4781920813979184,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.8642080581284601,0.6625213224536466,1.2,-1.7598021066236438
97,Cognizant,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.06097560975609756,7,8,6,1,1,8,8,7,2,8,0.4779853265122552,0.13487953240914957,-0.967239090537336,-1.7087989179283543,-1.4781920813979184,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.8642080581284601,0.6625213224536466,1.2,-1.7598021066236438
98,Robert Bosch Partners,GCP DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.024390243902439025,7,8,6,1,1,8,8,7,2,8,0.4779853265122552,0.13487953240914957,-0.967239090537336,-1.7087989179283543,-1.4781920813979184,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.8642080581284601,0.6625213224536466,1.2,-1.7598021066236438
99,Robert Bosch Partners,Site Reliability Engineer,Site Reliability Engineer,0,0,0,0,0,1,1.0,0,0.024390243902439025,7,8,6,1,1,8,8,7,2,8,0.4779853265122552,0.13487953240914957,-0.967239090537336,-1.7087989179283543,-1.4781920813979184,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.8642080581284601,0.6625213224536466,1.2,-1.7598021066236438
100,Persistent ,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.012195121951219513,8,9,8,8,8,8,8,7,3,8,0.9468949822679485,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.25,0.6313329769752608
101,TCS,DevOps Engineer,DevOps Engineer,0,1,0,0,0,0,1.0,0,0.042682926829268296,8,9,8,8,8,8,8,7,3,8,0.9468949822679485,0.8092771944548968,0.6712533579138888,0.5223043623992804,0.7871164049251629,0.6712887946799279,0.655963611427956,0.6522387477126688,-0.5031507831691304,0.6625213224536466,6.25,0.6313329769752608
